Date,COPPER-micro
2000-04-12 00:00:00+00:00,-0.00507292
2000-04-13 00:00:00+00:00,-0.01907184
2000-04-14 00:00:00+00:00,-0.04107831
2000-04-17 00:00:00+00:00,-0.02621232
2000-04-18 00:00:00+00:00,0.05577689
2000-04-19 00:00:00+00:00,0.01356589
2000-04-20 00:00:00+00:00,-0.01026958
2000-04-24 00:00:00+00:00,0.00000000
2000-04-25 00:00:00+00:00,0.05935484
2000-04-26 00:00:00+00:00,-0.01690670
2000-04-27 00:00:00+00:00,0.01136364
2000-04-28 00:00:00+00:00,-0.00188324
2000-05-01 00:00:00+00:00,0.01005025
2000-05-02 00:00:00+00:00,0.05125000
2000-05-03 00:00:00+00:00,-0.00791236
2000-05-04 00:00:00+00:00,0.00122175
2000-05-05 00:00:00+00:00,0.04453935
2000-05-08 00:00:00+00:00,-0.01368233
2000-05-09 00:00:00+00:00,-0.00718133
2000-05-10 00:00:00+00:00,-0.00481638
2000-05-11 00:00:00+00:00,0.00482800
2000-05-12 00:00:00+00:00,0.03192771
2000-05-15 00:00:00+00:00,-0.00651273
2000-05-16 00:00:00+00:00,0.02379536
2000-05-17 00:00:00+00:00,-0.01762632
2000-05-18 00:00:00+00:00,0.00474496
2000-05-19 00:00:00+00:00,-0.00532544
2000-05-22 00:00:00+00:00,-0.02611276
2000-05-23 00:00:00+00:00,0.00902527
2000-05-24 00:00:00+00:00,0.00958658
2000-05-25 00:00:00+00:00,-0.01371497
2000-05-26 00:00:00+00:00,0.00660661
2000-05-30 00:00:00+00:00,-0.05445841
2000-05-31 00:00:00+00:00,0.00554529
2000-06-01 00:00:00+00:00,-0.00675261
2000-06-02 00:00:00+00:00,-0.04436229
2000-06-05 00:00:00+00:00,0.02269861
2000-06-06 00:00:00+00:00,0.00623441
2000-06-07 00:00:00+00:00,-0.02299565
2000-06-08 00:00:00+00:00,0.00629327
2000-06-09 00:00:00+00:00,0.00250784
2000-06-12 00:00:00+00:00,-0.00877200
2000-06-13 00:00:00+00:00,0.01762115
2000-06-14 00:00:00+00:00,0.01933874
2000-06-15 00:00:00+00:00,0.02163164
2000-06-16 00:00:00+00:00,0.01528117
2000-06-19 00:00:00+00:00,0.01213592
2000-06-20 00:00:00+00:00,-0.03417266
2000-06-21 00:00:00+00:00,0.02806589
2000-06-22 00:00:00+00:00,-0.01623572
2000-06-23 00:00:00+00:00,-0.01575758
2000-06-26 00:00:00+00:00,0.03176542
2000-06-27 00:00:00+00:00,-0.00962117
2000-06-28 00:00:00+00:00,0.00362757
2000-06-29 00:00:00+00:00,-0.02414001
2000-06-30 00:00:00+00:00,0.01343922
2000-07-05 00:00:00+00:00,-0.00364078
2000-07-06 00:00:00+00:00,-0.02613982
2000-07-07 00:00:00+00:00,0.00492914
2000-07-10 00:00:00+00:00,0.01843884
2000-07-11 00:00:00+00:00,0.01157125
2000-07-12 00:00:00+00:00,0.01452785
2000-07-13 00:00:00+00:00,-0.00600962
2000-07-14 00:00:00+00:00,-0.00060277
2000-07-17 00:00:00+00:00,0.03980700
2000-07-18 00:00:00+00:00,0.00236407
2000-07-19 00:00:00+00:00,0.00059032
2000-07-20 00:00:00+00:00,0.00295159
2000-07-21 00:00:00+00:00,0.04481132
2000-07-24 00:00:00+00:00,0.00346021
2000-07-25 00:00:00+00:00,0.00345423
2000-07-26 00:00:00+00:00,-0.02011494
2000-07-27 00:00:00+00:00,0.02439024
2000-07-28 00:00:00+00:00,-0.00688468
2000-07-31 00:00:00+00:00,0.01381693
2000-08-01 00:00:00+00:00,-0.00228702
2000-08-02 00:00:00+00:00,-0.00801374
2000-08-03 00:00:00+00:00,-0.00229885
2000-08-04 00:00:00+00:00,0.00920598
2000-08-07 00:00:00+00:00,-0.00400916
2000-08-08 00:00:00+00:00,-0.02123995
2000-08-09 00:00:00+00:00,0.02785839
2000-08-10 00:00:00+00:00,-0.02060675
2000-08-11 00:00:00+00:00,-0.01156745
2000-08-14 00:00:00+00:00,0.01745201
2000-08-15 00:00:00+00:00,0.00807382
2000-08-16 00:00:00+00:00,-0.00919012
2000-08-17 00:00:00+00:00,0.00577034
2000-08-18 00:00:00+00:00,0.00460299
2000-08-21 00:00:00+00:00,-0.02061856
2000-08-22 00:00:00+00:00,0.00925926
2000-08-23 00:00:00+00:00,-0.00057604
2000-08-24 00:00:00+00:00,0.01037464
2000-08-25 00:00:00+00:00,0.00458716
2000-08-28 00:00:00+00:00,-0.00514874
2000-08-29 00:00:00+00:00,0.04073437
2000-08-30 00:00:00+00:00,0.01630129
2000-08-31 00:00:00+00:00,-0.00278707
2000-09-01 00:00:00+00:00,0.00558659
2000-09-05 00:00:00+00:00,0.03398329
2000-09-06 00:00:00+00:00,-0.00986301
2000-09-07 00:00:00+00:00,0.00825991
2000-09-08 00:00:00+00:00,0.01206140
2000-09-11 00:00:00+00:00,0.00544662
2000-09-12 00:00:00+00:00,0.03367735
2000-09-13 00:00:00+00:00,-0.00106838
2000-09-14 00:00:00+00:00,-0.00106895
2000-09-15 00:00:00+00:00,-0.01122995
2000-09-18 00:00:00+00:00,-0.00430339
2000-09-19 00:00:00+00:00,0.00700809
2000-09-20 00:00:00+00:00,-0.04191295
2000-09-21 00:00:00+00:00,0.05107084
2000-09-22 00:00:00+00:00,-0.01338330
2000-09-25 00:00:00+00:00,0.01508621
2000-09-26 00:00:00+00:00,-0.02459893
2000-09-27 00:00:00+00:00,-0.00433135
2000-09-28 00:00:00+00:00,-0.00542594
2000-09-29 00:00:00+00:00,0.00272035
2000-10-02 00:00:00+00:00,-0.04617056
2000-10-03 00:00:00+00:00,0.00778643
2000-10-04 00:00:00+00:00,-0.00831025
2000-10-05 00:00:00+00:00,0.02335929
2000-10-06 00:00:00+00:00,-0.01152580
2000-10-09 00:00:00+00:00,-0.01766004
2000-10-10 00:00:00+00:00,0.01784718
2000-10-11 00:00:00+00:00,-0.00662617
2000-10-12 00:00:00+00:00,-0.04212860
2000-10-13 00:00:00+00:00,0.02210884
2000-10-16 00:00:00+00:00,0.00448179
2000-10-17 00:00:00+00:00,-0.02404922
2000-10-18 00:00:00+00:00,-0.02321631
2000-10-19 00:00:00+00:00,0.00172018
2000-10-20 00:00:00+00:00,-0.02462772
2000-10-23 00:00:00+00:00,0.01276102
2000-10-24 00:00:00+00:00,-0.00403458
2000-10-25 00:00:00+00:00,-0.02946274
2000-10-26 00:00:00+00:00,-0.04809384
2000-10-27 00:00:00+00:00,0.02946482
2000-10-30 00:00:00+00:00,0.00236967
2000-10-31 00:00:00+00:00,0.00888099
2000-11-01 00:00:00+00:00,-0.02946376
2000-11-02 00:00:00+00:00,0.00478469
2000-11-03 00:00:00+00:00,0.00059666
2000-11-06 00:00:00+00:00,-0.02564103
2000-11-07 00:00:00+00:00,0.00785498
2000-11-08 00:00:00+00:00,0.01324503
2000-11-09 00:00:00+00:00,0.01076555
2000-11-10 00:00:00+00:00,-0.00416426
2000-11-13 00:00:00+00:00,-0.04114490
2000-11-14 00:00:00+00:00,0.01644336
2000-11-15 00:00:00+00:00,-0.00181269
2000-11-16 00:00:00+00:00,-0.01692866
2000-11-17 00:00:00+00:00,0.01585366
2000-11-20 00:00:00+00:00,0.00060024
2000-11-21 00:00:00+00:00,0.00540216
2000-11-22 00:00:00+00:00,-0.01555955
2000-11-27 00:00:00+00:00,0.05126659
2000-11-28 00:00:00+00:00,0.02057613
2000-11-29 00:00:00+00:00,-0.00407213
2000-11-30 00:00:00+00:00,-0.02855478
2000-12-01 00:00:00+00:00,0.02956830
2000-12-04 00:00:00+00:00,0.00931858
2000-12-05 00:00:00+00:00,0.01508121
2000-12-06 00:00:00+00:00,0.01956272
2000-12-07 00:00:00+00:00,0.00740741
2000-12-08 00:00:00+00:00,0.02213394
2000-12-11 00:00:00+00:00,0.00168350
2000-12-12 00:00:00+00:00,-0.01402131
2000-12-13 00:00:00+00:00,-0.00451977
2000-12-14 00:00:00+00:00,0.01868630
2000-12-15 00:00:00+00:00,-0.04374649
2000-12-18 00:00:00+00:00,0.00344037
2000-12-19 00:00:00+00:00,-0.00915856
2000-12-20 00:00:00+00:00,-0.02415181
2000-12-21 00:00:00+00:00,-0.01164144
2000-12-22 00:00:00+00:00,0.00644405
2000-12-26 00:00:00+00:00,0.01401051
2000-12-27 00:00:00+00:00,-0.03362319
2000-12-28 00:00:00+00:00,0.00471976
2000-12-29 00:00:00+00:00,-0.01471454
2001-01-02 00:00:00+00:00,-0.07295374
2001-01-03 00:00:00+00:00,0.01293900
2001-01-04 00:00:00+00:00,-0.01591187
2001-01-05 00:00:00+00:00,0.03205919
2001-01-08 00:00:00+00:00,0.00848999
2001-01-09 00:00:00+00:00,-0.00784550
2001-01-10 00:00:00+00:00,0.00242424
2001-01-11 00:00:00+00:00,0.01029056
2001-01-12 00:00:00+00:00,0.02468393
2001-01-16 00:00:00+00:00,-0.04099822
2001-01-17 00:00:00+00:00,0.00972053
2001-01-18 00:00:00+00:00,0.07794562
2001-01-19 00:00:00+00:00,-0.03076030
2001-01-22 00:00:00+00:00,0.00000000
2001-01-23 00:00:00+00:00,0.00353982
2001-01-24 00:00:00+00:00,-0.03064231
2001-01-25 00:00:00+00:00,0.00479042
2001-01-26 00:00:00+00:00,0.00716846
2001-01-29 00:00:00+00:00,-0.01607143
2001-01-30 00:00:00+00:00,0.01921922
2001-01-31 00:00:00+00:00,0.00891795
2001-02-01 00:00:00+00:00,0.00413956
2001-02-02 00:00:00+00:00,-0.01298701
2001-02-05 00:00:00+00:00,-0.03743316
2001-02-06 00:00:00+00:00,0.01333333
2001-02-07 00:00:00+00:00,-0.00421433
2001-02-08 00:00:00+00:00,0.00362093
2001-02-09 00:00:00+00:00,-0.02230259
2001-02-12 00:00:00+00:00,-0.00609756
2001-02-13 00:00:00+00:00,0.01712538
2001-02-14 00:00:00+00:00,-0.00424500
2001-02-15 00:00:00+00:00,0.01155718
2001-02-16 00:00:00+00:00,-0.00360794
2001-02-20 00:00:00+00:00,-0.00481928
2001-02-21 00:00:00+00:00,-0.04108761
2001-02-22 00:00:00+00:00,-0.00061728
2001-02-23 00:00:00+00:00,-0.01297097
2001-02-26 00:00:00+00:00,0.02860697
2001-02-27 00:00:00+00:00,-0.01042305
2001-02-28 00:00:00+00:00,0.01170672
2001-03-01 00:00:00+00:00,0.02082058
2001-03-02 00:00:00+00:00,0.01151515
2001-03-05 00:00:00+00:00,0.02411091
2001-03-06 00:00:00+00:00,0.02261905
2001-03-07 00:00:00+00:00,-0.01706886
2001-03-08 00:00:00+00:00,-0.02672209
2001-03-09 00:00:00+00:00,0.01265060
2001-03-12 00:00:00+00:00,-0.00418911
2001-03-13 00:00:00+00:00,-0.02159568
2001-03-14 00:00:00+00:00,-0.01576713
2001-03-15 00:00:00+00:00,-0.00611247
2001-03-16 00:00:00+00:00,-0.04046597
2001-03-19 00:00:00+00:00,0.01314966
2001-03-20 00:00:00+00:00,0.00684080
2001-03-21 00:00:00+00:00,-0.02107874
2001-03-22 00:00:00+00:00,-0.02255639
2001-03-23 00:00:00+00:00,0.00506971
2001-03-26 00:00:00+00:00,-0.00252845
2001-03-27 00:00:00+00:00,0.01772152
2001-03-28 00:00:00+00:00,-0.04579674
2001-03-29 00:00:00+00:00,0.00642261
2001-03-30 00:00:00+00:00,-0.03072983
2001-04-02 00:00:00+00:00,-0.00650195
2001-04-03 00:00:00+00:00,0.01239400
2001-04-04 00:00:00+00:00,0.00000000
2001-04-05 00:00:00+00:00,0.00777706
2001-04-06 00:00:00+00:00,-0.04196256
2001-04-09 00:00:00+00:00,0.02376238
2001-04-10 00:00:00+00:00,0.02674494
2001-04-11 00:00:00+00:00,-0.01223439
2001-04-12 00:00:00+00:00,0.00518471
2001-04-16 00:00:00+00:00,0.00193924
2001-04-17 00:00:00+00:00,-0.00839251
2001-04-18 00:00:00+00:00,0.05382620
2001-04-19 00:00:00+00:00,-0.02904040
2001-04-20 00:00:00+00:00,0.00512492
2001-04-23 00:00:00+00:00,-0.03961661
2001-04-24 00:00:00+00:00,0.00521512
2001-04-25 00:00:00+00:00,0.00779727
2001-04-26 00:00:00+00:00,-0.01165049
2001-04-27 00:00:00+00:00,0.00455729
2001-04-30 00:00:00+00:00,0.01884340
2001-05-01 00:00:00+00:00,0.01737452
2001-05-02 00:00:00+00:00,0.03061224
2001-05-03 00:00:00+00:00,-0.01129944
2001-05-04 00:00:00+00:00,-0.01389766
2001-05-07 00:00:00+00:00,0.00254615
2001-05-08 00:00:00+00:00,-0.04450095
2001-05-09 00:00:00+00:00,-0.01301236
2001-05-10 00:00:00+00:00,-0.01047806
2001-05-11 00:00:00+00:00,0.01053325
2001-05-14 00:00:00+00:00,-0.02161100
2001-05-15 00:00:00+00:00,-0.00066225
2001-05-16 00:00:00+00:00,0.00397351
2001-05-17 00:00:00+00:00,0.03040317
2001-05-18 00:00:00+00:00,0.04814574
2001-05-21 00:00:00+00:00,0.03873016
2001-05-22 00:00:00+00:00,-0.02739726
2001-05-23 00:00:00+00:00,-0.00252685
2001-05-24 00:00:00+00:00,0.00695762
2001-05-25 00:00:00+00:00,-0.00315060
2001-05-29 00:00:00+00:00,-0.06119874
2001-05-30 00:00:00+00:00,-0.01043025
2001-05-31 00:00:00+00:00,-0.01377049
2001-06-01 00:00:00+00:00,-0.01386139
2001-06-04 00:00:00+00:00,0.00066489
2001-06-05 00:00:00+00:00,0.02526596
2001-06-06 00:00:00+00:00,-0.02101116
2001-06-07 00:00:00+00:00,-0.00796284
2001-06-08 00:00:00+00:00,-0.05200000
2001-06-11 00:00:00+00:00,0.00205332
2001-06-12 00:00:00+00:00,-0.00888585
2001-06-13 00:00:00+00:00,-0.01030220
2001-06-14 00:00:00+00:00,0.00690131
2001-06-15 00:00:00+00:00,-0.01994498
2001-06-18 00:00:00+00:00,0.01389854
2001-06-19 00:00:00+00:00,0.01233722
2001-06-20 00:00:00+00:00,-0.03065395
2001-06-21 00:00:00+00:00,0.01659751
2001-06-22 00:00:00+00:00,-0.01920439
2001-06-25 00:00:00+00:00,-0.00207756
2001-06-26 00:00:00+00:00,0.01524602
2001-06-27 00:00:00+00:00,0.00962861
2001-06-28 00:00:00+00:00,-0.03696099
2001-06-29 00:00:00+00:00,-0.00976290
2001-07-02 00:00:00+00:00,0.02102313
2001-07-03 00:00:00+00:00,-0.01941748
2001-07-05 00:00:00+00:00,-0.02170868
2001-07-06 00:00:00+00:00,0.01416431
2001-07-09 00:00:00+00:00,-0.00421941
2001-07-10 00:00:00+00:00,0.02325581
2001-07-11 00:00:00+00:00,-0.01253482
2001-07-12 00:00:00+00:00,-0.02242467
2001-07-13 00:00:00+00:00,0.00496102
2001-07-16 00:00:00+00:00,0.00707214
2001-07-17 00:00:00+00:00,0.02677942
2001-07-18 00:00:00+00:00,-0.03477051
2001-07-19 00:00:00+00:00,-0.02972399
2001-07-20 00:00:00+00:00,0.01149425
2001-07-23 00:00:00+00:00,-0.03428571
2001-07-24 00:00:00+00:00,-0.00726744
2001-07-25 00:00:00+00:00,0.00583516
2001-07-26 00:00:00+00:00,-0.00581818
2001-07-27 00:00:00+00:00,-0.02042305
2001-07-30 00:00:00+00:00,0.00000000
2001-07-31 00:00:00+00:00,0.01105380
2001-08-01 00:00:00+00:00,0.01465201
2001-08-02 00:00:00+00:00,-0.01745455
2001-08-03 00:00:00+00:00,-0.01247249
2001-08-06 00:00:00+00:00,-0.01772526
2001-08-07 00:00:00+00:00,-0.00596125
2001-08-08 00:00:00+00:00,-0.02242152
2001-08-09 00:00:00+00:00,0.01511716
2001-08-10 00:00:00+00:00,-0.01350338
2001-08-13 00:00:00+00:00,-0.01510581
2001-08-14 00:00:00+00:00,0.02511416
2001-08-15 00:00:00+00:00,-0.02028550
2001-08-16 00:00:00+00:00,0.02809415
2001-08-17 00:00:00+00:00,0.05389222
2001-08-20 00:00:00+00:00,0.00000000
2001-08-21 00:00:00+00:00,-0.01311953
2001-08-22 00:00:00+00:00,0.01467351
2001-08-23 00:00:00+00:00,0.02039330
2001-08-24 00:00:00+00:00,-0.00793079
2001-08-27 00:00:00+00:00,0.03473227
2001-08-28 00:00:00+00:00,-0.01137980
2001-08-29 00:00:00+00:00,0.01287554
2001-08-30 00:00:00+00:00,-0.03980100
2001-08-31 00:00:00+00:00,-0.00725163
2001-09-04 00:00:00+00:00,-0.02328967
2001-09-05 00:00:00+00:00,-0.00515464
2001-09-06 00:00:00+00:00,-0.03321033
2001-09-07 00:00:00+00:00,-0.02402402
2001-09-10 00:00:00+00:00,-0.00303951
2001-09-11 00:00:00+00:00,0.00000000
2001-09-14 00:00:00+00:00,0.01826484
2001-09-17 00:00:00+00:00,-0.01960784
2001-09-18 00:00:00+00:00,0.00152323
2001-09-19 00:00:00+00:00,-0.00913242
2001-09-20 00:00:00+00:00,-0.00458716
2001-09-21 00:00:00+00:00,0.02605364
2001-09-24 00:00:00+00:00,-0.00605144
2001-09-25 00:00:00+00:00,-0.01669196
2001-09-26 00:00:00+00:00,0.01147666
2001-09-27 00:00:00+00:00,-0.00304183
2001-09-28 00:00:00+00:00,-0.01370906
2001-10-01 00:00:00+00:00,-0.00460123
2001-10-02 00:00:00+00:00,-0.00153728
2001-10-03 00:00:00+00:00,-0.02615385
2001-10-04 00:00:00+00:00,0.00935308
2001-10-05 00:00:00+00:00,-0.01318852
2001-10-08 00:00:00+00:00,0.00936768
2001-10-09 00:00:00+00:00,-0.00621601
2001-10-10 00:00:00+00:00,-0.00389712
2001-10-11 00:00:00+00:00,0.00390625
2001-10-12 00:00:00+00:00,-0.00311769
2001-10-15 00:00:00+00:00,-0.00312256
2001-10-16 00:00:00+00:00,0.01407349
2001-10-17 00:00:00+00:00,-0.01475155
2001-10-18 00:00:00+00:00,-0.02190923
2001-10-19 00:00:00+00:00,-0.02689873
2001-10-22 00:00:00+00:00,0.00481155
2001-10-23 00:00:00+00:00,0.01520000
2001-10-24 00:00:00+00:00,-0.02301587
2001-10-25 00:00:00+00:00,0.01124498
2001-10-26 00:00:00+00:00,0.02875399
2001-10-29 00:00:00+00:00,-0.01259843
2001-10-30 00:00:00+00:00,0.01980983
2001-10-31 00:00:00+00:00,-0.03921569
2001-11-01 00:00:00+00:00,-0.01440000
2001-11-02 00:00:00+00:00,-0.02095085
2001-11-05 00:00:00+00:00,0.00651466
2001-11-06 00:00:00+00:00,0.00000000
2001-11-07 00:00:00+00:00,-0.03246753
2001-11-08 00:00:00+00:00,0.02970297
2001-11-09 00:00:00+00:00,0.08455285
2001-11-12 00:00:00+00:00,0.05304205
2001-11-13 00:00:00+00:00,0.05699088
2001-11-14 00:00:00+00:00,0.00073855
2001-11-15 00:00:00+00:00,-0.01255539
2001-11-16 00:00:00+00:00,0.02750929
2001-11-19 00:00:00+00:00,0.01466276
2001-11-20 00:00:00+00:00,-0.03034682
2001-11-21 00:00:00+00:00,0.01173881
2001-11-26 00:00:00+00:00,0.01750547
2001-11-27 00:00:00+00:00,0.06362979
2001-11-28 00:00:00+00:00,0.00420463
2001-11-29 00:00:00+00:00,0.02447552
2001-11-30 00:00:00+00:00,0.02209945
2001-12-03 00:00:00+00:00,-0.04849727
2001-12-04 00:00:00+00:00,-0.01400560
2001-12-05 00:00:00+00:00,-0.01692525
2001-12-06 00:00:00+00:00,-0.01849218
2001-12-07 00:00:00+00:00,-0.03158650
2001-12-10 00:00:00+00:00,-0.00145879
2001-12-11 00:00:00+00:00,0.01167883
2001-12-12 00:00:00+00:00,-0.02830189
2001-12-13 00:00:00+00:00,-0.00294551
2001-12-14 00:00:00+00:00,0.00294985
2001-12-17 00:00:00+00:00,0.00883652
2001-12-18 00:00:00+00:00,0.02346041
2001-12-19 00:00:00+00:00,-0.03188406
2001-12-20 00:00:00+00:00,0.00147275
2001-12-21 00:00:00+00:00,0.01766004
2001-12-26 00:00:00+00:00,0.02042305
2001-12-27 00:00:00+00:00,-0.01588448
2001-12-28 00:00:00+00:00,-0.02765648
2001-12-31 00:00:00+00:00,-0.05461255
2002-01-02 00:00:00+00:00,-0.00303490
2002-01-03 00:00:00+00:00,0.01823708
2002-01-04 00:00:00+00:00,0.03162651
2002-01-07 00:00:00+00:00,0.11428697
2002-01-08 00:00:00+00:00,-0.01818182
2002-01-09 00:00:00+00:00,0.01905434
2002-01-10 00:00:00+00:00,-0.02795248
2002-01-11 00:00:00+00:00,0.00850461
2002-01-14 00:00:00+00:00,-0.00141143
2002-01-15 00:00:00+00:00,-0.01836158
2002-01-16 00:00:00+00:00,0.01995723
2002-01-17 00:00:00+00:00,-0.00141143
2002-01-18 00:00:00+00:00,-0.02683616
2002-01-22 00:00:00+00:00,0.01145311
2002-01-23 00:00:00+00:00,0.01708185
2002-01-24 00:00:00+00:00,0.02046577
2002-01-25 00:00:00+00:00,-0.01118099
2002-01-28 00:00:00+00:00,-0.03092059
2002-01-29 00:00:00+00:00,-0.00428266
2002-01-30 00:00:00+00:00,-0.00572246
2002-01-31 00:00:00+00:00,0.10401722
2002-02-01 00:00:00+00:00,0.00886162
2002-02-04 00:00:00+00:00,-0.02172437
2002-02-05 00:00:00+00:00,0.01029513
2002-02-06 00:00:00+00:00,-0.00887372
2002-02-07 00:00:00+00:00,0.02126200
2002-02-08 00:00:00+00:00,-0.00881961
2002-02-11 00:00:00+00:00,-0.01635992
2002-02-12 00:00:00+00:00,0.01374570
2002-02-13 00:00:00+00:00,0.05119454
2002-02-14 00:00:00+00:00,-0.01796407
2002-02-15 00:00:00+00:00,0.00000000
2002-02-19 00:00:00+00:00,-0.06984553
2002-02-20 00:00:00+00:00,0.00417537
2002-02-21 00:00:00+00:00,0.01527778
2002-02-22 00:00:00+00:00,-0.03997243
2002-02-25 00:00:00+00:00,0.01828411
2002-02-26 00:00:00+00:00,-0.01114983
2002-02-27 00:00:00+00:00,0.03363700
2002-02-28 00:00:00+00:00,0.00000000
2002-03-01 00:00:00+00:00,0.03170227
2002-03-04 00:00:00+00:00,0.02442334
2002-03-05 00:00:00+00:00,-0.00268097
2002-03-06 00:00:00+00:00,0.02684564
2002-03-07 00:00:00+00:00,-0.00529801
2002-03-08 00:00:00+00:00,0.01195219
2002-03-11 00:00:00+00:00,-0.01650165
2002-03-12 00:00:00+00:00,-0.01198402
2002-03-13 00:00:00+00:00,-0.00267917
2002-03-14 00:00:00+00:00,0.01207243
2002-03-15 00:00:00+00:00,0.01266667
2002-03-18 00:00:00+00:00,0.03708609
2002-03-19 00:00:00+00:00,0.01690507
2002-03-20 00:00:00+00:00,-0.01225016
2002-03-21 00:00:00+00:00,-0.00778210
2002-03-22 00:00:00+00:00,-0.03580729
2002-03-25 00:00:00+00:00,-0.02851459
2002-03-26 00:00:00+00:00,0.02153432
2002-03-27 00:00:00+00:00,0.01731025
2002-03-28 00:00:00+00:00,0.03300330
2002-04-01 00:00:00+00:00,0.00259740
2002-04-02 00:00:00+00:00,-0.00453956
2002-04-03 00:00:00+00:00,-0.05458090
2002-04-04 00:00:00+00:00,-0.02672011
2002-04-05 00:00:00+00:00,-0.02505078
2002-04-08 00:00:00+00:00,0.00137174
2002-04-09 00:00:00+00:00,0.01096642
2002-04-10 00:00:00+00:00,-0.00681663
2002-04-11 00:00:00+00:00,-0.00273598
2002-04-12 00:00:00+00:00,-0.01575342
2002-04-15 00:00:00+00:00,-0.00276243
2002-04-16 00:00:00+00:00,0.02697095
2002-04-17 00:00:00+00:00,0.02728513
2002-04-18 00:00:00+00:00,-0.02557201
2002-04-19 00:00:00+00:00,0.01567825
2002-04-22 00:00:00+00:00,0.02704530
2002-04-23 00:00:00+00:00,-0.03135424
2002-04-24 00:00:00+00:00,0.01355932
2002-04-25 00:00:00+00:00,-0.01616162
2002-04-26 00:00:00+00:00,0.01629328
2002-04-29 00:00:00+00:00,-0.00606061
2002-04-30 00:00:00+00:00,-0.00405132
2002-05-01 00:00:00+00:00,-0.02638701
2002-05-02 00:00:00+00:00,0.01714678
2002-05-03 00:00:00+00:00,-0.03059143
2002-05-06 00:00:00+00:00,-0.02486188
2002-05-07 00:00:00+00:00,0.03006993
2002-05-08 00:00:00+00:00,0.01859504
2002-05-09 00:00:00+00:00,-0.00818554
2002-05-10 00:00:00+00:00,0.02328767
2002-05-13 00:00:00+00:00,-0.00270819
2002-05-14 00:00:00+00:00,0.02033898
2002-05-15 00:00:00+00:00,0.00738255
2002-05-16 00:00:00+00:00,-0.02408027
2002-05-17 00:00:00+00:00,-0.02640487
2002-05-20 00:00:00+00:00,-0.00686342
2002-05-21 00:00:00+00:00,0.00413223
2002-05-22 00:00:00+00:00,0.00137457
